session_id,cli_version,turn_id,model,effort,started_at,completed_at,duration_ms,time_to_first_token_ms,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,model_context_window,n_api_calls,n_tool_calls,wall_clock_s,cache_hit_rate,context_fill,output_tokens_per_s,mean_api_gap_s
019f1ed0-5421-7e11-82a4-2865e6cb03c7,0.142.2,019f1ed0-55b9-71b2-84ce-35859bbf6e96,gpt-5.5,high,1782928397,1782928401,3599,3256,13727,10112,87,54,13814,258400,1,0,4,0.7366503970277555,0.05312306501547988,24.173381494859683,0.006000041961669922
019f1ed0-669b-7060-87cc-862062098592,0.142.2,019f1ed0-6702-7070-b936-b4171146cbe1,gpt-5.5,high,1782928402,1782928409,7671,7235,13838,10112,366,324,14204,258400,1,0,7,0.7307414366237895,0.053552631578947366,47.71216269065311,0.014999866485595703
019f1ed0-87c3-7151-a69e-c996689d548c,0.142.2,019f1ed0-882c-7563-99c2-69fac6e72eb6,gpt-5.5,high,1782928410,1782928416,5846,5444,14111,10112,343,287,14454,258400,1,0,6,0.716604067748565,0.05460913312693499,58.67259664728019,0.012000083923339844
019f1ed0-a18c-7102-b2fc-9c506106779e,0.142.2,019f1ed0-a1e6-7ea1-a0c5-a06a28e87fc0,gpt-5.5,high,1782928417,1782928420,3294,2316,13538,10112,105,69,13643,258400,1,0,3,0.7469345545870882,0.05239164086687306,31.876138433515482,0.005000114440917969
019f1ed0-b193-7c10-bf5f-5dcb7684346f,0.142.2,019f1ed0-b1f7-73b2-ba45-cb9828abef6d,gpt-5.5,high,1782928421,1782928427,5932,5470,13915,10112,200,157,14115,258400,1,0,6,0.726697808120733,0.05385061919504644,33.715441672285905,0.0
019f1ed0-cc67-7050-9e4b-76f7f16a7ae5,0.142.2,019f1ed0-ccdf-7cc1-834a-5806ca4a2ec5,gpt-5.5,high,1782928428,1782928432,4308,3948,13910,10112,247,210,14157,258400,1,0,4,0.7269590222861251,0.0538312693498452,57.33519034354689,0.0
019f1ed0-e105-7be1-8f23-7728a323c015,0.142.2,019f1ed0-e15f-7983-9485-80c29e4f4bc6,gpt-5.5,high,1782928433,1782928436,2770,2259,14408,10112,141,104,14549,258400,1,0,3,0.7018323153803443,0.05575851393188855,50.90252707581227,0.009999990463256836
019f1ed0-eedb-75c3-abfe-cdd09f887756,0.142.2,019f1ed0-ef31-7600-bb49-4805383a5363,gpt-5.5,high,1782928437,1782928440,3460,2897,15552,10112,165,122,15717,258400,1,0,3,0.6502057613168725,0.06018575851393189,47.687861271676304,0.01399993896484375
019f1ed1-00e5-7951-80ce-df87adfc729e,0.142.2,019f1ed1-0140-7de1-96ab-ee07539b2ba8,gpt-5.5,high,1782928441,1782928444,2868,2357,13867,10624,88,53,13955,258400,1,0,3,0.7661354294367924,0.05366486068111455,30.683403068340308,0.006999969482421875
019f1ed1-0ff4-7993-866f-4f87d26780b8,0.142.2,019f1ed1-104d-7fa0-8311-56f4e2420dc3,gpt-5.5,high,1782928445,1782928448,2548,2245,13908,10112,99,67,14007,258400,1,0,3,0.727063560540696,0.05382352941176471,38.85400313971743,0.00800013542175293
